correct,questions,responses,rt,time_elapsed,trial_index,trial_type,pid
"[True, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?""]","[""q (yes)"",""p (no)""]",3378.0,92517.0,9.0,survey-multi-choice,38
"[True, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?""]","[""q (yes)"",""p (no)""]",74431.0,165593.0,3.0,survey-multi-choice,39
"[False, False, False]","[""The ball is <b>more</b> likely to go in when the background is..."",""The ball is <b>less</b> likely to go in when the background is..."",""How confident are you in your responses to the previous two questions?""]","[""<span style='color: #4C4FE1'><b>Blue</b></span>"",""<span style='color: #E3B643'><b>Yellow</b></span>"",""not at all""]",20285.0,823199.0,157.0,survey-multi-choice,39
"[True, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?""]","[""q (yes)"",""p (no)""]",17544.0,42316.0,3.0,survey-multi-choice,40
"[False, False, False]","[""The ball is <b>more</b> likely to go in when the background is..."",""The ball is <b>less</b> likely to go in when the background is..."",""How confident are you in your responses to the previous two questions?""]","[""<span style='color: #53BA42'><b>Green</b></span>"",""<span style='color: #4C4FE1'><b>Blue</b></span>"",""not at all""]",11204.0,594594.0,157.0,survey-multi-choice,40
"[True, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?""]","[""q (yes)"",""p (no)""]",17004.0,77546.0,3.0,survey-multi-choice,41
"[True, True, False]","[""The ball is <b>more</b> likely to go in when the background is..."",""The ball is <b>less</b> likely to go in when the background is..."",""How confident are you in your responses to the previous two questions?""]","[""<span style='color: #4C4FE1'><b>Blue</b></span>"",""<span style='color: #E3B643'><b>Yellow</b></span>"",""not at all""]",10032.0,639393.0,157.0,survey-multi-choice,41
"[False, False]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?""]","[""p (no)"",""q (yes)""]",8297.0,60068.0,3.0,survey-multi-choice,42
"[True, False]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?""]","[""q (yes)"",""q (yes)""]",16140.0,87575.0,5.0,survey-multi-choice,42
"[True, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?""]","[""q (yes)"",""p (no)""]",7325.0,105823.0,7.0,survey-multi-choice,42
"[False, True, False]","[""The ball is <b>more</b> likely to go in when the background is..."",""The ball is <b>less</b> likely to go in when the background is..."",""How confident are you in your responses to the previous two questions?""]","[""<span style='color: #4C4FE1'><b>Blue</b></span>"",""<span style='color: #4C4FE1'><b>Blue</b></span>"",""not at all""]",10079.0,771171.0,161.0,survey-multi-choice,42
"[True, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?""]","[""q (yes)"",""p (no)""]",26142.0,187792.0,3.0,survey-multi-choice,43
"[False, False, False]","[""The ball is <b>more</b> likely to go in when the background is..."",""The ball is <b>less</b> likely to go in when the background is..."",""How confident are you in your responses to the previous two questions?""]","[""<span style='color: #4C4FE1'><b>Blue</b></span>"",""<span style='color: #E3B643'><b>Yellow</b></span>"",""not at all""]",28647.0,1439383.0,157.0,survey-multi-choice,43
"[True, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?""]","[""q (yes)"",""p (no)""]",14736.0,90631.0,3.0,survey-multi-choice,44
"[False, True, False]","[""The ball is <b>more</b> likely to go in when the background is..."",""The ball is <b>less</b> likely to go in when the background is..."",""How confident are you in your responses to the previous two questions?""]","[""<span style='color: #4C4FE1'><b>Blue</b></span>"",""<span style='color: #53BA42'><b>Green</b></span>"",""not at all""]",9276.0,568154.0,157.0,survey-multi-choice,44
"[True, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?""]","[""q (yes)"",""p (no)""]",14468.0,86403.0,3.0,survey-multi-choice,45
"[True, False, False]","[""The ball is <b>more</b> likely to go in when the background is..."",""The ball is <b>less</b> likely to go in when the background is..."",""How confident are you in your responses to the previous two questions?""]","[""<span style='color: #53BA42'><b>Green</b></span>"",""<span style='color: #E3B643'><b>Yellow</b></span>"",""not at all""]",17815.0,2266234.0,157.0,survey-multi-choice,45
"[True, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?""]","[""q (yes)"",""p (no)""]",13121.0,54890.0,3.0,survey-multi-choice,46
"[False, True, False]","[""The ball is <b>more</b> likely to go in when the background is..."",""The ball is <b>less</b> likely to go in when the background is..."",""How confident are you in your responses to the previous two questions?""]","[""<span style='color: #E3B643'><b>Yellow</b></span>"",""<span style='color: #4C4FE1'><b>Blue</b></span>"",""not at all""]",12457.0,576322.0,157.0,survey-multi-choice,46
"[True, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?""]","[""q (yes)"",""p (no)""]",12433.0,771137.0,3.0,survey-multi-choice,47
"[False, False, False]","[""The ball is <b>more</b> likely to go in when the background is..."",""The ball is <b>less</b> likely to go in when the background is..."",""How confident are you in your responses to the previous two questions?""]","[""<span style='color: #4C4FE1'><b>Blue</b></span>"",""<span style='color: #53BA42'><b>Green</b></span>"",""not at all""]",8026.0,1388743.0,157.0,survey-multi-choice,47
"[True, False]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?""]","[""q (yes)"",""q (yes)""]",23505.0,70135.0,3.0,survey-multi-choice,48
"[True, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?""]","[""q (yes)"",""p (no)""]",5703.0,88185.0,5.0,survey-multi-choice,48
"[False, True, False]","[""The ball is <b>more</b> likely to go in when the background is..."",""The ball is <b>less</b> likely to go in when the background is..."",""How confident are you in your responses to the previous two questions?""]","[""<span style='color: #4C4FE1'><b>Blue</b></span>"",""<span style='color: #53BA42'><b>Green</b></span>"",""somewhat""]",19297.0,619241.0,159.0,survey-multi-choice,48
"[True, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?""]","[""q (yes)"",""p (no)""]",9162.0,36113.0,3.0,survey-multi-choice,49
"[False, False, False]","[""The ball is <b>more</b> likely to go in when the background is..."",""The ball is <b>less</b> likely to go in when the background is..."",""How confident are you in your responses to the previous two questions?""]","[""<span style='color: #4C4FE1'><b>Blue</b></span>"",""<span style='color: #53BA42'><b>Green</b></span>"",""not at all""]",8008.0,1134281.0,157.0,survey-multi-choice,49
"[True, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?""]","[""q (yes)"",""p (no)""]",11429.0,64049.0,3.0,survey-multi-choice,50
"[False, True, False]","[""The ball is <b>more</b> likely to go in when the background is..."",""The ball is <b>less</b> likely to go in when the background is..."",""How confident are you in your responses to the previous two questions?""]","[""<span style='color: #53BA42'><b>Green</b></span>"",""<span style='color: #E3B643'><b>Yellow</b></span>"",""a little""]",11900.0,1148403.0,157.0,survey-multi-choice,50
"[True, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?""]","[""q (yes)"",""p (no)""]",51080.0,140425.0,3.0,survey-multi-choice,51
"[False, True, True]","[""The ball is <b>more</b> likely to go in when the background is..."",""The ball is <b>less</b> likely to go in when the background is..."",""How confident are you in your responses to the previous two questions?""]","[""<span style='color: #53BA42'><b>Green</b></span>"",""<span style='color: #E3B643'><b>Yellow</b></span>"",""certain""]",7423.0,1078042.0,157.0,survey-multi-choice,51
"[True, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?""]","[""q (yes)"",""p (no)""]",23024.0,855369.0,3.0,survey-multi-choice,52
"[False, False, False]","[""The ball is <b>more</b> likely to go in when the background is..."",""The ball is <b>less</b> likely to go in when the background is..."",""How confident are you in your responses to the previous two questions?""]","[""<span style='color: #53BA42'><b>Green</b></span>"",""<span style='color: #E3B643'><b>Yellow</b></span>"",""a little""]",10967.0,1425612.0,157.0,survey-multi-choice,52
"[True, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?""]","[""q (yes)"",""p (no)""]",17799.0,75061.0,3.0,survey-multi-choice,53
"[False, True, False]","[""The ball is <b>more</b> likely to go in when the background is..."",""The ball is <b>less</b> likely to go in when the background is..."",""How confident are you in your responses to the previous two questions?""]","[""<span style='color: #53BA42'><b>Green</b></span>"",""<span style='color: #E3B643'><b>Yellow</b></span>"",""a little""]",15796.0,1131536.0,157.0,survey-multi-choice,53
"[True, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?""]","[""q (yes)"",""p (no)""]",11220.0,29398.0,3.0,survey-multi-choice,54
"[False, True, False]","[""The ball is <b>more</b> likely to go in when the background is..."",""The ball is <b>less</b> likely to go in when the background is..."",""How confident are you in your responses to the previous two questions?""]","[""<span style='color: #4C4FE1'><b>Blue</b></span>"",""<span style='color: #53BA42'><b>Green</b></span>"",""not at all""]",4890.0,624327.0,157.0,survey-multi-choice,54
"[True, False]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?""]","[""q (yes)"",""q (yes)""]",16571.0,118405.0,3.0,survey-multi-choice,55
"[True, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?""]","[""q (yes)"",""p (no)""]",12492.0,150990.0,5.0,survey-multi-choice,55
"[True, False, False]","[""The ball is <b>more</b> likely to go in when the background is..."",""The ball is <b>less</b> likely to go in when the background is..."",""How confident are you in your responses to the previous two questions?""]","[""<span style='color: #E3B643'><b>Yellow</b></span>"",""<span style='color: #4C4FE1'><b>Blue</b></span>"",""a little""]",16727.0,1101647.0,159.0,survey-multi-choice,55
"[True, False]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?""]","[""q (yes)"",""q (yes)""]",30645.0,217767.0,3.0,survey-multi-choice,56
"[True, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?""]","[""q (yes)"",""p (no)""]",16654.0,270137.0,5.0,survey-multi-choice,56
"[False, True, False]","[""The ball is <b>more</b> likely to go in when the background is..."",""The ball is <b>less</b> likely to go in when the background is..."",""How confident are you in your responses to the previous two questions?""]","[""<span style='color: #53BA42'><b>Green</b></span>"",""<span style='color: #E3B643'><b>Yellow</b></span>"",""not at all""]",22845.0,1458688.0,159.0,survey-multi-choice,56
"[False, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?""]","[""p (no)"",""p (no)""]",47601.0,100673.0,3.0,survey-multi-choice,57
"[True, False]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?""]","[""q (yes)"",""q (yes)""]",5142.0,118237.0,5.0,survey-multi-choice,57
"[True, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?""]","[""q (yes)"",""p (no)""]",54195.0,176544.0,7.0,survey-multi-choice,57
"[False, False, False]","[""The ball is <b>more</b> likely to go in when the background is..."",""The ball is <b>less</b> likely to go in when the background is..."",""How confident are you in your responses to the previous two questions?""]","[""<span style='color: #4C4FE1'><b>Blue</b></span>"",""<span style='color: #53BA42'><b>Green</b></span>"",""somewhat""]",7482.0,644675.0,161.0,survey-multi-choice,57
"[True, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?""]","[""q (yes)"",""p (no)""]",28052.0,97639.0,3.0,survey-multi-choice,58
"[True, False, False]","[""The ball is <b>more</b> likely to go in when the background is..."",""The ball is <b>less</b> likely to go in when the background is..."",""How confident are you in your responses to the previous two questions?""]","[""<span style='color: #53BA42'><b>Green</b></span>"",""<span style='color: #E3B643'><b>Yellow</b></span>"",""not at all""]",12074.0,887327.0,157.0,survey-multi-choice,58
"[True, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?""]","[""q (yes)"",""p (no)""]",6339.0,22515.0,3.0,survey-multi-choice,59
"[True, True, False]","[""The ball is <b>more</b> likely to go in when the background is..."",""The ball is <b>less</b> likely to go in when the background is..."",""How confident are you in your responses to the previous two questions?""]","[""<span style='color: #4C4FE1'><b>Blue</b></span>"",""<span style='color: #E3B643'><b>Yellow</b></span>"",""somewhat""]",10133.0,1376785.0,157.0,survey-multi-choice,59
"[True, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?""]","[""q (yes)"",""p (no)""]",13749.0,577949.0,3.0,survey-multi-choice,60
"[False, False, False]","[""The ball is <b>more</b> likely to go in when the background is..."",""The ball is <b>less</b> likely to go in when the background is..."",""How confident are you in your responses to the previous two questions?""]","[""<span style='color: #4C4FE1'><b>Blue</b></span>"",""<span style='color: #E3B643'><b>Yellow</b></span>"",""not at all""]",16701.0,1363018.0,157.0,survey-multi-choice,60
"[True, False]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?""]","[""q (yes)"",""q (yes)""]",27950.0,77769.0,3.0,survey-multi-choice,61
"[True, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?""]","[""q (yes)"",""p (no)""]",13414.0,101483.0,5.0,survey-multi-choice,61
"[True, False, False]","[""The ball is <b>more</b> likely to go in when the background is..."",""The ball is <b>less</b> likely to go in when the background is..."",""How confident are you in your responses to the previous two questions?""]","[""<span style='color: #53BA42'><b>Green</b></span>"",""<span style='color: #E3B643'><b>Yellow</b></span>"",""not at all""]",15416.0,1144328.0,159.0,survey-multi-choice,61
"[True, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?""]","[""q (yes)"",""p (no)""]",16536.0,77635.0,3.0,survey-multi-choice,62
"[True, True, False]","[""The ball is <b>more</b> likely to go in when the background is..."",""The ball is <b>less</b> likely to go in when the background is..."",""How confident are you in your responses to the previous two questions?""]","[""<span style='color: #4C4FE1'><b>Blue</b></span>"",""<span style='color: #E3B643'><b>Yellow</b></span>"",""somewhat""]",6234.0,567889.0,157.0,survey-multi-choice,62
"[True, False]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?""]","[""q (yes)"",""q (yes)""]",19861.0,58620.0,3.0,survey-multi-choice,63
"[True, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?""]","[""q (yes)"",""p (no)""]",7495.0,89077.0,5.0,survey-multi-choice,63
"[True, True, False]","[""The ball is <b>more</b> likely to go in when the background is..."",""The ball is <b>less</b> likely to go in when the background is..."",""How confident are you in your responses to the previous two questions?""]","[""<span style='color: #53BA42'><b>Green</b></span>"",""<span style='color: #4C4FE1'><b>Blue</b></span>"",""not at all""]",11560.0,674775.0,159.0,survey-multi-choice,63
"[True, False]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?""]","[""q (yes)"",""q (yes)""]",12175.0,31415.0,3.0,survey-multi-choice,64
"[True, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?""]","[""q (yes)"",""p (no)""]",11784.0,53129.0,5.0,survey-multi-choice,64
"[False, False, False]","[""The ball is <b>more</b> likely to go in when the background is..."",""The ball is <b>less</b> likely to go in when the background is..."",""How confident are you in your responses to the previous two questions?""]","[""<span style='color: #53BA42'><b>Green</b></span>"",""<span style='color: #4C4FE1'><b>Blue</b></span>"",""a little""]",6873.0,531957.0,159.0,survey-multi-choice,64
"[True, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?""]","[""q (yes)"",""p (no)""]",39926.0,207651.0,3.0,survey-multi-choice,65
"[True, True, False]","[""The ball is <b>more</b> likely to go in when the background is..."",""The ball is <b>less</b> likely to go in when the background is..."",""How confident are you in your responses to the previous two questions?""]","[""<span style='color: #4C4FE1'><b>Blue</b></span>"",""<span style='color: #E3B643'><b>Yellow</b></span>"",""not at all""]",121748.0,2583408.0,157.0,survey-multi-choice,65
"[True, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?""]","[""q (yes)"",""p (no)""]",34567.0,124405.0,3.0,survey-multi-choice,66
"[True, True, False]","[""The ball is <b>more</b> likely to go in when the background is..."",""The ball is <b>less</b> likely to go in when the background is..."",""How confident are you in your responses to the previous two questions?""]","[""<span style='color: #4C4FE1'><b>Blue</b></span>"",""<span style='color: #E3B643'><b>Yellow</b></span>"",""a little""]",28646.0,1336777.0,157.0,survey-multi-choice,66
"[True, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?""]","[""q (yes)"",""p (no)""]",15756.0,49631.0,3.0,survey-multi-choice,67
"[True, True, False]","[""The ball is <b>more</b> likely to go in when the background is..."",""The ball is <b>less</b> likely to go in when the background is..."",""How confident are you in your responses to the previous two questions?""]","[""<span style='color: #4C4FE1'><b>Blue</b></span>"",""<span style='color: #E3B643'><b>Yellow</b></span>"",""not at all""]",10233.0,894179.0,157.0,survey-multi-choice,67
"[True, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?""]","[""q (yes)"",""p (no)""]",16062.0,164083.0,3.0,survey-multi-choice,68
"[False, False, False]","[""The ball is <b>more</b> likely to go in when the background is..."",""The ball is <b>less</b> likely to go in when the background is..."",""How confident are you in your responses to the previous two questions?""]","[""<span style='color: #4C4FE1'><b>Blue</b></span>"",""<span style='color: #E3B643'><b>Yellow</b></span>"",""a little""]",14455.0,1153687.0,157.0,survey-multi-choice,68
"[True, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?""]","[""q (yes)"",""p (no)""]",16746.0,56798.0,3.0,survey-multi-choice,69
"[False, False, False]","[""The ball is <b>more</b> likely to go in when the background is..."",""The ball is <b>less</b> likely to go in when the background is..."",""How confident are you in your responses to the previous two questions?""]","[""<span style='color: #4C4FE1'><b>Blue</b></span>"",""<span style='color: #53BA42'><b>Green</b></span>"",""a little""]",8735.0,1056257.0,157.0,survey-multi-choice,69
"[True, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?""]","[""q (yes)"",""p (no)""]",7796.0,46141.0,3.0,survey-multi-choice,70
"[False, True, False]","[""The ball is <b>more</b> likely to go in when the background is..."",""The ball is <b>less</b> likely to go in when the background is..."",""How confident are you in your responses to the previous two questions?""]","[""<span style='color: #53BA42'><b>Green</b></span>"",""<span style='color: #E3B643'><b>Yellow</b></span>"",""somewhat""]",6457.0,894027.0,157.0,survey-multi-choice,70
"[True, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?""]","[""q (yes)"",""p (no)""]",31426.0,74662.0,3.0,survey-multi-choice,71
"[False, True, False]","[""The ball is <b>more</b> likely to go in when the background is..."",""The ball is <b>less</b> likely to go in when the background is..."",""How confident are you in your responses to the previous two questions?""]","[""<span style='color: #4C4FE1'><b>Blue</b></span>"",""<span style='color: #53BA42'><b>Green</b></span>"",""not at all""]",11005.0,942791.0,157.0,survey-multi-choice,71
"[True, False]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?""]","[""q (yes)"",""q (yes)""]",13861.0,113481.0,3.0,survey-multi-choice,72
"[True, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?""]","[""q (yes)"",""p (no)""]",6356.0,124937.0,5.0,survey-multi-choice,72
"[False, False, False]","[""The ball is <b>more</b> likely to go in when the background is..."",""The ball is <b>less</b> likely to go in when the background is..."",""How confident are you in your responses to the previous two questions?""]","[""<span style='color: #E3B643'><b>Yellow</b></span>"",""<span style='color: #4C4FE1'><b>Blue</b></span>"",""not at all""]",16417.0,1008148.0,159.0,survey-multi-choice,72
"[False, False]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?""]","[""p (no)"",""q (yes)""]",30272.0,117834.0,3.0,survey-multi-choice,73
"[True, False]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?""]","[""q (yes)"",""q (yes)""]",26215.0,185450.0,5.0,survey-multi-choice,73
"[True, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?""]","[""q (yes)"",""p (no)""]",2399.0,198290.0,7.0,survey-multi-choice,73
"[True, True, False]","[""The ball is <b>more</b> likely to go in when the background is..."",""The ball is <b>less</b> likely to go in when the background is..."",""How confident are you in your responses to the previous two questions?""]","[""<span style='color: #53BA42'><b>Green</b></span>"",""<span style='color: #4C4FE1'><b>Blue</b></span>"",""not at all""]",21971.0,1375773.0,161.0,survey-multi-choice,73
"[False, False]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?""]","[""p (no)"",""q (yes)""]",126215.0,286445.0,3.0,survey-multi-choice,74
"[True, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?""]","[""q (yes)"",""p (no)""]",5800.0,297536.0,5.0,survey-multi-choice,74
"[True, True, False]","[""The ball is <b>more</b> likely to go in when the background is..."",""The ball is <b>less</b> likely to go in when the background is..."",""How confident are you in your responses to the previous two questions?""]","[""<span style='color: #E3B643'><b>Yellow</b></span>"",""<span style='color: #53BA42'><b>Green</b></span>"",""very""]",27853.0,1636316.0,159.0,survey-multi-choice,74
"[True, False]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?""]","[""q (yes)"",""q (yes)""]",23252.0,106009.0,3.0,survey-multi-choice,75
"[False, False]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?""]","[""p (no)"",""q (yes)""]",16916.0,190699.0,5.0,survey-multi-choice,75
"[True, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?""]","[""q (yes)"",""p (no)""]",3328.0,198311.0,7.0,survey-multi-choice,75
"[False, False, False]","[""The ball is <b>more</b> likely to go in when the background is..."",""The ball is <b>less</b> likely to go in when the background is..."",""How confident are you in your responses to the previous two questions?""]","[""<span style='color: #4C4FE1'><b>Blue</b></span>"",""<span style='color: #53BA42'><b>Green</b></span>"",""very""]",13277.0,1253902.0,161.0,survey-multi-choice,75
