correct,questions,responses,rt,time_elapsed,trial_index,trial_type,pid
"[True, True, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?"",""What color is Player B's court?""]","[""q (yes)"",""p (no)"",""blue""]",28374.0,105169.0,5.0,survey-multi-choice,30
"[False, False, False]","[""Which player is trying to get the ball <b>into</b> the hole?"",""Which player is trying to <b>avoid</b> the hole?"",""How confident are you in your response to the previous two questions?""]","[""<span style='color: #4C4FE1'><b>Player B</b></span>"",""<span style='color: #E3B643'><b>Player Y</b></span>"",""a little""]",14309.0,679668.0,159.0,survey-multi-choice,30
"[True, True, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?"",""What color is Player B's court?""]","[""q (yes)"",""p (no)"",""blue""]",15741.0,74676.0,3.0,survey-multi-choice,31
"[True, True, False]","[""Which player is trying to get the ball <b>into</b> the hole?"",""Which player is trying to <b>avoid</b> the hole?"",""How confident are you in your response to the previous two questions?""]","[""<span style='color: #E3B643'><b>Player Y</b></span>"",""<span style='color: #53BA42'><b>Player G</b></span>"",""not at all""]",12932.0,889327.0,157.0,survey-multi-choice,31
"[False, True, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?"",""What color is Player B's court?""]","[""p (no)"",""p (no)"",""blue""]",26384.0,72022.0,3.0,survey-multi-choice,32
"[True, False, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?"",""What color is Player B's court?""]","[""q (yes)"",""q (yes)"",""blue""]",9110.0,98353.0,5.0,survey-multi-choice,32
"[True, True, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?"",""What color is Player B's court?""]","[""q (yes)"",""p (no)"",""blue""]",6827.0,108463.0,7.0,survey-multi-choice,32
"[False, False, False]","[""Which player is trying to get the ball <b>into</b> the hole?"",""Which player is trying to <b>avoid</b> the hole?"",""How confident are you in your response to the previous two questions?""]","[""<span style='color: #E3B643'><b>Player Y</b></span>"",""<span style='color: #53BA42'><b>Player G</b></span>"",""very""]",24675.0,1404827.0,161.0,survey-multi-choice,32
"[True, False, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?"",""What color is Player B's court?""]","[""q (yes)"",""q (yes)"",""blue""]",58246.0,144355.0,3.0,survey-multi-choice,33
"[True, True, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?"",""What color is Player B's court?""]","[""q (yes)"",""p (no)"",""blue""]",43628.0,192102.0,5.0,survey-multi-choice,33
"[False, True, False]","[""Which player is trying to get the ball <b>into</b> the hole?"",""Which player is trying to <b>avoid</b> the hole?"",""How confident are you in your response to the previous two questions?""]","[""<span style='color: #53BA42'><b>Player G</b></span>"",""<span style='color: #E3B643'><b>Player Y</b></span>"",""not at all""]",31544.0,1020300.0,159.0,survey-multi-choice,33
"[True, True, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?"",""What color is Player B's court?""]","[""q (yes)"",""p (no)"",""blue""]",15786.0,60539.0,3.0,survey-multi-choice,34
"[False, False, False]","[""Which player is trying to get the ball <b>into</b> the hole?"",""Which player is trying to <b>avoid</b> the hole?"",""How confident are you in your response to the previous two questions?""]","[""<span style='color: #E3B643'><b>Player Y</b></span>"",""<span style='color: #53BA42'><b>Player G</b></span>"",""not at all""]",19731.0,598018.0,157.0,survey-multi-choice,34
"[True, True, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?"",""What color is Player B's court?""]","[""q (yes)"",""p (no)"",""blue""]",115685.0,149819.0,3.0,survey-multi-choice,35
"[False, True, False]","[""Which player is trying to get the ball <b>into</b> the hole?"",""Which player is trying to <b>avoid</b> the hole?"",""How confident are you in your response to the previous two questions?""]","[""<span style='color: #4C4FE1'><b>Player B</b></span>"",""<span style='color: #53BA42'><b>Player G</b></span>"",""a little""]",35932.0,1203265.0,157.0,survey-multi-choice,35
"[True, False, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?"",""What color is Player B's court?""]","[""q (yes)"",""q (yes)"",""blue""]",4590.0,17440.0,3.0,survey-multi-choice,36
"[True, True, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?"",""What color is Player B's court?""]","[""q (yes)"",""p (no)"",""blue""]",5548.0,30494.0,5.0,survey-multi-choice,36
"[False, False, False]","[""Which player is trying to get the ball <b>into</b> the hole?"",""Which player is trying to <b>avoid</b> the hole?"",""How confident are you in your response to the previous two questions?""]","[""<span style='color: #4C4FE1'><b>Player B</b></span>"",""<span style='color: #4C4FE1'><b>Player B</b></span>"",""not at all""]",17834.0,1035152.0,159.0,survey-multi-choice,36
"[True, True, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?"",""What color is Player B's court?""]","[""q (yes)"",""p (no)"",""blue""]",94944.0,267679.0,3.0,survey-multi-choice,37
"[False, False, False]","[""Which player is trying to get the ball <b>into</b> the hole?"",""Which player is trying to <b>avoid</b> the hole?"",""How confident are you in your response to the previous two questions?""]","[""<span style='color: #4C4FE1'><b>Player B</b></span>"",""<span style='color: #E3B643'><b>Player Y</b></span>"",""somewhat""]",29472.0,789822.0,157.0,survey-multi-choice,37
"[True, False, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?"",""What color is Player B's court?""]","[""q (yes)"",""q (yes)"",""blue""]",66511.0,166391.0,3.0,survey-multi-choice,38
"[True, True, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?"",""What color is Player B's court?""]","[""q (yes)"",""p (no)"",""blue""]",12256.0,194359.0,5.0,survey-multi-choice,38
"[False, True, False]","[""Which player is trying to get the ball <b>into</b> the hole?"",""Which player is trying to <b>avoid</b> the hole?"",""How confident are you in your response to the previous two questions?""]","[""<span style='color: #E3B643'><b>Player Y</b></span>"",""<span style='color: #4C4FE1'><b>Player B</b></span>"",""not at all""]",17505.0,987293.0,159.0,survey-multi-choice,38
"[False, True, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?"",""What color is Player B's court?""]","[""p (no)"",""p (no)"",""blue""]",97765.0,204554.0,3.0,survey-multi-choice,39
"[True, True, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?"",""What color is Player B's court?""]","[""q (yes)"",""p (no)"",""blue""]",31046.0,270938.0,5.0,survey-multi-choice,39
"[False, False, False]","[""Which player is trying to get the ball <b>into</b> the hole?"",""Which player is trying to <b>avoid</b> the hole?"",""How confident are you in your response to the previous two questions?""]","[""<span style='color: #53BA42'><b>Player G</b></span>"",""<span style='color: #4C4FE1'><b>Player B</b></span>"",""not at all""]",31228.0,1546210.0,159.0,survey-multi-choice,39
"[True, False, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?"",""What color is Player B's court?""]","[""q (yes)"",""q (yes)"",""blue""]",25111.0,151578.0,3.0,survey-multi-choice,40
"[True, True, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?"",""What color is Player B's court?""]","[""q (yes)"",""p (no)"",""blue""]",28439.0,207467.0,5.0,survey-multi-choice,40
"[False, False, False]","[""Which player is trying to get the ball <b>into</b> the hole?"",""Which player is trying to <b>avoid</b> the hole?"",""How confident are you in your response to the previous two questions?""]","[""<span style='color: #4C4FE1'><b>Player B</b></span>"",""<span style='color: #53BA42'><b>Player G</b></span>"",""not at all""]",12796.0,835547.0,159.0,survey-multi-choice,40
"[True, True, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?"",""What color is Player B's court?""]","[""q (yes)"",""p (no)"",""blue""]",68861.0,183992.0,3.0,survey-multi-choice,41
"[False, False, False]","[""Which player is trying to get the ball <b>into</b> the hole?"",""Which player is trying to <b>avoid</b> the hole?"",""How confident are you in your response to the previous two questions?""]","[""<span style='color: #4C4FE1'><b>Player B</b></span>"",""<span style='color: #E3B643'><b>Player Y</b></span>"",""somewhat""]",22910.0,949084.0,157.0,survey-multi-choice,41
"[True, False, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?"",""What color is Player B's court?""]","[""q (yes)"",""q (yes)"",""blue""]",11976.0,75658.0,3.0,survey-multi-choice,42
"[True, True, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?"",""What color is Player B's court?""]","[""q (yes)"",""p (no)"",""blue""]",13053.0,106412.0,5.0,survey-multi-choice,42
"[False, False, False]","[""Which player is trying to get the ball <b>into</b> the hole?"",""Which player is trying to <b>avoid</b> the hole?"",""How confident are you in your response to the previous two questions?""]","[""<span style='color: #4C4FE1'><b>Player B</b></span>"",""<span style='color: #53BA42'><b>Player G</b></span>"",""not at all""]",14008.0,565221.0,159.0,survey-multi-choice,42
"[True, False, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?"",""What color is Player B's court?""]","[""q (yes)"",""q (yes)"",""blue""]",15542.0,94729.0,3.0,survey-multi-choice,43
"[True, True, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?"",""What color is Player B's court?""]","[""q (yes)"",""p (no)"",""blue""]",9487.0,112848.0,5.0,survey-multi-choice,43
"[False, False, False]","[""Which player is trying to get the ball <b>into</b> the hole?"",""Which player is trying to <b>avoid</b> the hole?"",""How confident are you in your response to the previous two questions?""]","[""<span style='color: #4C4FE1'><b>Player B</b></span>"",""<span style='color: #E3B643'><b>Player Y</b></span>"",""not at all""]",13914.0,1067607.0,159.0,survey-multi-choice,43
"[True, False, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?"",""What color is Player B's court?""]","[""q (yes)"",""q (yes)"",""blue""]",24069.0,262335.0,3.0,survey-multi-choice,44
"[True, True, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?"",""What color is Player B's court?""]","[""q (yes)"",""p (no)"",""blue""]",19201.0,297667.0,5.0,survey-multi-choice,44
"[True, False, False]","[""Which player is trying to get the ball <b>into</b> the hole?"",""Which player is trying to <b>avoid</b> the hole?"",""How confident are you in your response to the previous two questions?""]","[""<span style='color: #53BA42'><b>Player G</b></span>"",""<span style='color: #E3B643'><b>Player Y</b></span>"",""not at all""]",22480.0,1435980.0,159.0,survey-multi-choice,44
"[True, True, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?"",""What color is Player B's court?""]","[""q (yes)"",""p (no)"",""blue""]",21869.0,774250.0,3.0,survey-multi-choice,45
"[False, False, False]","[""Which player is trying to get the ball <b>into</b> the hole?"",""Which player is trying to <b>avoid</b> the hole?"",""How confident are you in your response to the previous two questions?""]","[""<span style='color: #4C4FE1'><b>Player B</b></span>"",""<span style='color: #E3B643'><b>Player Y</b></span>"",""a little""]",18278.0,1374194.0,157.0,survey-multi-choice,45
"[True, True, False]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?"",""What color is Player B's court?""]","[""q (yes)"",""p (no)"",""yellow""]",33307.0,77327.0,3.0,survey-multi-choice,46
"[True, True, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?"",""What color is Player B's court?""]","[""q (yes)"",""p (no)"",""blue""]",4095.0,89083.0,5.0,survey-multi-choice,46
"[True, True, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?"",""What color is Player B's court?""]","[""q (yes)"",""p (no)"",""blue""]",85254.0,301000.0,3.0,survey-multi-choice,47
"[True, True, False]","[""Which player is trying to get the ball <b>into</b> the hole?"",""Which player is trying to <b>avoid</b> the hole?"",""How confident are you in your response to the previous two questions?""]","[""<span style='color: #4C4FE1'><b>Player B</b></span>"",""<span style='color: #E3B643'><b>Player Y</b></span>"",""a little""]",42177.0,1179654.0,157.0,survey-multi-choice,47
"[False, False, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?"",""What color is Player B's court?""]","[""p (no)"",""q (yes)"",""blue""]",60678.0,200326.0,3.0,survey-multi-choice,48
"[True, True, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?"",""What color is Player B's court?""]","[""q (yes)"",""p (no)"",""blue""]",46306.0,360694.0,5.0,survey-multi-choice,48
"[True, True, False]","[""Which player is trying to get the ball <b>into</b> the hole?"",""Which player is trying to <b>avoid</b> the hole?"",""How confident are you in your response to the previous two questions?""]","[""<span style='color: #53BA42'><b>Player G</b></span>"",""<span style='color: #4C4FE1'><b>Player B</b></span>"",""somewhat""]",20231.0,1392580.0,159.0,survey-multi-choice,48
"[True, False, False]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?"",""What color is Player B's court?""]","[""q (yes)"",""q (yes)"",""green""]",46441.0,162867.0,3.0,survey-multi-choice,49
"[True, False, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?"",""What color is Player B's court?""]","[""q (yes)"",""q (yes)"",""blue""]",6276.0,199290.0,5.0,survey-multi-choice,49
"[True, True, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?"",""What color is Player B's court?""]","[""q (yes)"",""p (no)"",""blue""]",3025.0,211882.0,7.0,survey-multi-choice,49
"[True, True, False]","[""Which player is trying to get the ball <b>into</b> the hole?"",""Which player is trying to <b>avoid</b> the hole?"",""How confident are you in your response to the previous two questions?""]","[""<span style='color: #4C4FE1'><b>Player B</b></span>"",""<span style='color: #E3B643'><b>Player Y</b></span>"",""a little""]",19007.0,1148900.0,161.0,survey-multi-choice,49
"[True, True, False]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?"",""What color is Player B's court?""]","[""q (yes)"",""p (no)"",""yellow""]",14948.0,35639.0,3.0,survey-multi-choice,50
"[True, True, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?"",""What color is Player B's court?""]","[""q (yes)"",""p (no)"",""blue""]",10570.0,59745.0,5.0,survey-multi-choice,50
"[True, False, False]","[""Which player is trying to get the ball <b>into</b> the hole?"",""Which player is trying to <b>avoid</b> the hole?"",""How confident are you in your response to the previous two questions?""]","[""<span style='color: #53BA42'><b>Player G</b></span>"",""<span style='color: #E3B643'><b>Player Y</b></span>"",""not at all""]",22998.0,696146.0,159.0,survey-multi-choice,50
"[True, True, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?"",""What color is Player B's court?""]","[""q (yes)"",""p (no)"",""blue""]",29000.0,132942.0,3.0,survey-multi-choice,51
"[False, True, False]","[""Which player is trying to get the ball <b>into</b> the hole?"",""Which player is trying to <b>avoid</b> the hole?"",""How confident are you in your response to the previous two questions?""]","[""<span style='color: #4C4FE1'><b>Player B</b></span>"",""<span style='color: #53BA42'><b>Player G</b></span>"",""not at all""]",24166.0,990767.0,157.0,survey-multi-choice,51
"[True, True, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?"",""What color is Player B's court?""]","[""q (yes)"",""p (no)"",""blue""]",17237.0,67734.0,3.0,survey-multi-choice,52
"[True, True, True]","[""Which player is trying to get the ball <b>into</b> the hole?"",""Which player is trying to <b>avoid</b> the hole?"",""How confident are you in your response to the previous two questions?""]","[""<span style='color: #E3B643'><b>Player Y</b></span>"",""<span style='color: #53BA42'><b>Player G</b></span>"",""certain""]",7529.0,840652.0,157.0,survey-multi-choice,52
"[True, False, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?"",""What color is Player B's court?""]","[""q (yes)"",""q (yes)"",""blue""]",51359.0,139758.0,3.0,survey-multi-choice,53
"[True, True, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?"",""What color is Player B's court?""]","[""q (yes)"",""p (no)"",""blue""]",69282.0,232576.0,5.0,survey-multi-choice,53
"[True, True, False]","[""Which player is trying to get the ball <b>into</b> the hole?"",""Which player is trying to <b>avoid</b> the hole?"",""How confident are you in your response to the previous two questions?""]","[""<span style='color: #4C4FE1'><b>Player B</b></span>"",""<span style='color: #E3B643'><b>Player Y</b></span>"",""a little""]",27716.0,989122.0,159.0,survey-multi-choice,53
"[True, True, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?"",""What color is Player B's court?""]","[""q (yes)"",""p (no)"",""blue""]",19579.0,90894.0,3.0,survey-multi-choice,54
"[False, False, False]","[""Which player is trying to get the ball <b>into</b> the hole?"",""Which player is trying to <b>avoid</b> the hole?"",""How confident are you in your response to the previous two questions?""]","[""<span style='color: #4C4FE1'><b>Player B</b></span>"",""<span style='color: #E3B643'><b>Player Y</b></span>"",""not at all""]",15060.0,1092303.0,157.0,survey-multi-choice,54
"[True, True, False]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?"",""What color is Player B's court?""]","[""q (yes)"",""p (no)"",""yellow""]",15914.0,82938.0,3.0,survey-multi-choice,55
"[True, True, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?"",""What color is Player B's court?""]","[""q (yes)"",""p (no)"",""blue""]",39466.0,142535.0,5.0,survey-multi-choice,55
"[True, True, False]","[""Which player is trying to get the ball <b>into</b> the hole?"",""Which player is trying to <b>avoid</b> the hole?"",""How confident are you in your response to the previous two questions?""]","[""<span style='color: #4C4FE1'><b>Player B</b></span>"",""<span style='color: #E3B643'><b>Player Y</b></span>"",""not at all""]",18510.0,910851.0,159.0,survey-multi-choice,55
"[True, True, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?"",""What color is Player B's court?""]","[""q (yes)"",""p (no)"",""blue""]",45964.0,142145.0,3.0,survey-multi-choice,56
"[True, False, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?"",""What color is Player B's court?""]","[""q (yes)"",""q (yes)"",""blue""]",15854.0,62979.0,3.0,survey-multi-choice,57
"[True, True, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?"",""What color is Player B's court?""]","[""q (yes)"",""p (no)"",""blue""]",9705.0,91332.0,5.0,survey-multi-choice,57
"[True, False, False]","[""Which player is trying to get the ball <b>into</b> the hole?"",""Which player is trying to <b>avoid</b> the hole?"",""How confident are you in your response to the previous two questions?""]","[""<span style='color: #E3B643'><b>Player Y</b></span>"",""<span style='color: #4C4FE1'><b>Player B</b></span>"",""not at all""]",14471.0,929940.0,159.0,survey-multi-choice,57
"[True, True, False]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?"",""What color is Player B's court?""]","[""q (yes)"",""p (no)"",""green""]",5899.0,23178.0,3.0,survey-multi-choice,58
"[False, False, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?"",""What color is Player B's court?""]","[""p (no)"",""q (yes)"",""blue""]",14443.0,50664.0,5.0,survey-multi-choice,58
"[False, False, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?"",""What color is Player B's court?""]","[""p (no)"",""q (yes)"",""blue""]",6165.0,66818.0,7.0,survey-multi-choice,58
"[True, True, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?"",""What color is Player B's court?""]","[""q (yes)"",""p (no)"",""blue""]",3391.0,72900.0,9.0,survey-multi-choice,58
"[False, False, False]","[""Which player is trying to get the ball <b>into</b> the hole?"",""Which player is trying to <b>avoid</b> the hole?"",""How confident are you in your response to the previous two questions?""]","[""<span style='color: #53BA42'><b>Player G</b></span>"",""<span style='color: #4C4FE1'><b>Player B</b></span>"",""somewhat""]",14594.0,471411.0,163.0,survey-multi-choice,58
"[True, True, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?"",""What color is Player B's court?""]","[""q (yes)"",""p (no)"",""blue""]",28358.0,93333.0,3.0,survey-multi-choice,59
"[True, False, False]","[""Which player is trying to get the ball <b>into</b> the hole?"",""Which player is trying to <b>avoid</b> the hole?"",""How confident are you in your response to the previous two questions?""]","[""<span style='color: #53BA42'><b>Player G</b></span>"",""<span style='color: #E3B643'><b>Player Y</b></span>"",""somewhat""]",35376.0,1804261.0,157.0,survey-multi-choice,59
"[True, True, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?"",""What color is Player B's court?""]","[""q (yes)"",""p (no)"",""blue""]",9867.0,53448.0,3.0,survey-multi-choice,60
"[False, False, False]","[""Which player is trying to get the ball <b>into</b> the hole?"",""Which player is trying to <b>avoid</b> the hole?"",""How confident are you in your response to the previous two questions?""]","[""<span style='color: #4C4FE1'><b>Player B</b></span>"",""<span style='color: #53BA42'><b>Player G</b></span>"",""not at all""]",14987.0,1023497.0,157.0,survey-multi-choice,60
"[True, False, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?"",""What color is Player B's court?""]","[""q (yes)"",""q (yes)"",""blue""]",20962.0,63272.0,3.0,survey-multi-choice,61
"[True, True, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?"",""What color is Player B's court?""]","[""q (yes)"",""p (no)"",""blue""]",9834.0,83388.0,5.0,survey-multi-choice,61
"[False, False, False]","[""Which player is trying to get the ball <b>into</b> the hole?"",""Which player is trying to <b>avoid</b> the hole?"",""How confident are you in your response to the previous two questions?""]","[""<span style='color: #4C4FE1'><b>Player B</b></span>"",""<span style='color: #E3B643'><b>Player Y</b></span>"",""a little""]",14665.0,956844.0,159.0,survey-multi-choice,61
"[True, False, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?"",""What color is Player B's court?""]","[""q (yes)"",""q (yes)"",""blue""]",19326.0,83794.0,3.0,survey-multi-choice,62
