questions,responses,rt,time_elapsed,trial_index,trial_type,pid
"['How did you decide whether or not the ball would go in the hole?', 'Did you change your strategy at any point during the experiment?', ""Anything else you'd like to tell us?""]","{'Q1': 'yes', 'Q2': '', 'Q0': 'by looking at the angles they were going'}",23590.0,1185246,158,survey-text,109
"['How did you decide whether or not the ball would go in the hole?', 'Did you change your strategy at any point during the experiment?', ""Anything else you'd like to tell us?""]","{'Q1': 'No', 'Q2': 'No', 'Q0': 'By the angle of the ball'}",19784.0,1304844,160,survey-text,110
"['How did you decide whether or not the ball would go in the hole?', 'Did you change your strategy at any point during the experiment?', ""Anything else you'd like to tell us?""]","{'Q1': 'No', 'Q2': 'No', 'Q0': 'I tried to follow the line and predict where the ball would go.'}",163245.0,1966744,156,survey-text,111
"['How did you decide whether or not the ball would go in the hole?', 'Did you change your strategy at any point during the experiment?', ""Anything else you'd like to tell us?""]","{'Q1': 'At first I tried imagining the angles, then I switched to looking at the size of the holes and how close the ball started to the hole. ', 'Q2': 'Thank you for this opportunity to participate in your experiment. Good luck with your research. ', 'Q0': 'If the hole was larger there was more chance, and if it started near the hole also. '}",154234.0,1701374,158,survey-text,112
"['How did you decide whether or not the ball would go in the hole?', 'Did you change your strategy at any point during the experiment?', ""Anything else you'd like to tell us?""]","{'Q1': 'No.', 'Q2': 'No.', 'Q0': ""I tried tracing it with my eyes and trusting my instincts based on what I'd seen previously.""}",26332.0,1636024,158,survey-text,113
"['How did you decide whether or not the ball would go in the hole?', 'Did you change your strategy at any point during the experiment?', ""Anything else you'd like to tell us?""]","{'Q1': 'no', 'Q2': 'No', 'Q0': 'Based on angle, direction'}",14471.0,918885,158,survey-text,114
"['How did you decide whether or not the ball would go in the hole?', 'Did you change your strategy at any point during the experiment?', ""Anything else you'd like to tell us?""]","{'Q1': 'no', 'Q2': 'interesting', 'Q0': 'imagined as if it bounced'}",30236.0,1186910,160,survey-text,115
"['How did you decide whether or not the ball would go in the hole?', 'Did you change your strategy at any point during the experiment?', ""Anything else you'd like to tell us?""]","{'Q1': 'No', 'Q2': 'No', 'Q0': 'I tried to predict the path of the ball and also tried to guess by which game i thought each player was playing.'}",47421.0,1225820,160,survey-text,116
"['How did you decide whether or not the ball would go in the hole?', 'Did you change your strategy at any point during the experiment?', ""Anything else you'd like to tell us?""]","{'Q1': '', 'Q2': '', 'Q0': ''}",1262.0,1271807,156,survey-text,117
"['How did you decide whether or not the ball would go in the hole?', 'Did you change your strategy at any point during the experiment?', ""Anything else you'd like to tell us?""]","{'Q1': 'no', 'Q2': '', 'Q0': ""I tried to project the angle the ball would hit and bounce off of the wall and visualize it's path.""}",51216.0,1671733,158,survey-text,118
